# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.global.get.library.by.name.ms,1717447615295000000,1717447675279000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1717447615295000000,1717447675279000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1717447615295000000,1717447675279000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1717447615295000000,1717447675279000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1717447615295000000,1717447675279000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1717447615295000000,1717447675279000000,0
compiler.ArtifactManagerBridge.commit.ms,1717447615295000000,1717447675279000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1717447615295000000,1717447675279000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1717447615295000000,1717447675279000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1717447615295000000,1717447675279000000,0
FlushQueue.waitingTimeAvgNs,1717447615295000000,1717447675279000000,3.3321020260173912E10
FlushQueue.queueSize90P,1717447615295000000,1717447675279000000,19
FlushQueue.executionTimeAvgNs,1717447615295000000,1717447675279000000,1.5583888173913043E9
FlushQueue.waitingTime90PNs,1717447615295000000,1717447675279000000,35970351103
NonBlockingReadAction.failedExecutionsCount,1717447615295000000,1717447675279000000,2
AWTEventQueue.dispatchTime90PNs,1717447615295000000,1717447675279000000,35970351103
AWTEventQueue.eventsDispatched,1717447615295000000,1717447675279000000,3
NonBlockingReadAction.failedExecutionTimeUs,1717447615295000000,1717447675279000000,49592
FlushQueue.queueSizeAvg,1717447615295000000,1717447675279000000,10.043478260869565
AWTEventQueue.dispatchTimeMaxNs,1717447615295000000,1717447675279000000,35970351103
NonBlockingReadAction.finalizedExecutionTimeUs,1717447615295000000,1717447675279000000,27658745
FlushQueue.waitingTimeMaxNs,1717447615295000000,1717447675279000000,35970351103
ReadAction.executionsCount,1717447615295000000,1717447675279000000,26936
AWTEventQueue.dispatchTimeTotalNS,1717447615295000000,1717447675279000000,35938802481
FlushQueue.queueSizeMax,1717447615295000000,1717447675279000000,21
FlushQueue.executionTimeMaxNs,1717447615295000000,1717447675279000000,35970351103
FlushQueue.executionTime90PNs,1717447615295000000,1717447675279000000,2310143
FlushQueue.tasksExecuted,1717447615295000000,1717447675279000000,23
NonBlockingReadAction.finalizedExecutionsCount,1717447615295000000,1717447675279000000,1794
WriteAction.executionsCount,1717447615295000000,1717447675279000000,1
AWTEventQueue.dispatchTimeAvgNs,1717447615295000000,1717447675279000000,1.1947879253333334E10
workspaceModel.workspaceFileIndexData.processFileSets.ms,1717447615295000000,1717447675279000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1717447615295000000,1717447675279000000,0
workspaceModel.initializing.ms,1717447615295000000,1717447675279000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1717447615295000000,1717447675279000000,0
workspaceModel.update.unloaded.entities.ms,1717447615295000000,1717447675279000000,0
workspaceModel.cachedValue.calculated.ms,1717447615295000000,1717447675279000000,0
workspaceModel.full.replace.project.model.ms,1717447615295000000,1717447675279000000,0
workspaceModel.collect.changes.ms,1717447615295000000,1717447675279000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1717447615295000000,1717447675279000000,181
workspaceModel.workspaceFileIndexData.instances.count,1717447615295000000,1717447675279000000,0
workspaceModel.to.snapshot.ms,1717447615295000000,1717447675279000000,1
workspaceModel.loading.total.ms,1717447615295000000,1717447675279000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1717447615295000000,1717447675279000000,3
workspaceModel.replace.project.model.ms,1717447615295000000,1717447675279000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1717447615295000000,1717447675279000000,0
workspaceModel.updates.ms,1717447615295000000,1717447675279000000,5156
workspaceModel.cachedValueWithParameters.calculated.ms,1717447615295000000,1717447675279000000,0
workspaceModel.workspaceFileIndexData.init.ms,1717447615295000000,1717447675279000000,0
workspaceModel.loading.from.cache.ms,1717447615295000000,1717447675279000000,0
workspaceModel.cachedValue.from.cache.ms,1717447615295000000,1717447675279000000,0
workspaceModel.check.recursive.update.ms,1717447615295000000,1717447675279000000,2
workspaceModel.cachedValueWithParameters.from.cache.ms,1717447615295000000,1717447675279000000,0
workspaceModel.init.bridges.ms,1717447615295000000,1717447675279000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1717447615295000000,1717447675279000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1717447615295000000,1717447675279000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1717447615295000000,1717447675279000000,1
workspaceModel.pre.handlers.ms,1717447615295000000,1717447675279000000,1
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1717447615295000000,1717447675279000000,5115
workspaceModel.cachedValue.clear.ms,1717447615295000000,1717447675279000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1717447615295000000,1717447675279000000,0
workspaceModel.updates.precise.ms,1717447615295000000,1717447675279000000,16
workspaceModel.cachedValue.total.get.ms,1717447615295000000,1717447675279000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1717447615295000000,1717447675279000000,5115
workspaceModel.updates.count,1717447615295000000,1717447675279000000,1
FilePageCacheLockFree.heapBytesInUse,1717447615295000000,1717447675279000000,0
FilePageCacheLockFree.totalPagesWriteMs,1717447615295000000,1717447675279000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1717447615295000000,1717447675279000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1717447615295000000,1717447675279000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1717447615295000000,1717447675279000000,0
FilePageCache.uncachedFileAccess,1717447615295000000,1717447675279000000,287
FilePageCacheLockFree.totalPagesRequested,1717447615295000000,1717447675279000000,0
FilePageCache.maxRegisteredFiles,1717447615295000000,1717447675279000000,1116
FilePageCacheLockFree.totalBytesRead,1717447615295000000,1717447675279000000,0
FilePageCacheLockFree.nativeBytesInUse,1717447615295000000,1717447675279000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1717447615295000000,1717447675279000000,76885
StreamlinedBlobStorage.recordsAllocated,1717447615295000000,1717447675279000000,3194
MappedFileStorage.totalTimeSpentOnMappingUs,1717447615295000000,1717447675279000000,58646853
StreamlinedBlobStorage.recordsDeleted,1717447615295000000,1717447675279000000,19
FilePageCache.capacityInBytes,1717447615295000000,1717447675279000000,503316478
MappedFileStorage.totalPagesMapped,1717447615295000000,1717447675279000000,16
FilePageCacheLockFree.totalPagesWritten,1717447615295000000,1717447675279000000,0
FilePageCache.pageLoads,1717447615295000000,1717447675279000000,0
FilePageCacheLockFree.totalBytesRequested,1717447615295000000,1717447675279000000,0
DirectByteBufferAllocator.misses,1717447615295000000,1717447675279000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1717447615295000000,1717447675279000000,0
FilePageCacheLockFree.totalPagesAllocated,1717447615295000000,1717447675279000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1717447615295000000,1717447675279000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1717447615295000000,1717447675279000000,0
DirectByteBufferAllocator.hits,1717447615295000000,1717447675279000000,23
StorageLockContext.competingThreads.max,1717447615295000000,1717447675279000000,2
FilePageCacheLockFree.housekeeperTurnsSkipped,1717447615295000000,1717447675279000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1717447615295000000,1717447675279000000,503316480
FilePageCache.totalPageDisposalsUs,1717447615295000000,1717447675279000000,144
FilePageCacheLockFree.totalPagesReclaimed,1717447615295000000,1717447675279000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1717447615295000000,1717447675279000000,0
FilePageCache.disposedBuffers,1717447615295000000,1717447675279000000,23
MappedFileStorage.totalBytesMapped,1717447615295000000,1717447675279000000,202637312
MappedFileStorage.storages,1717447615295000000,1717447675279000000,16
FilePageCacheLockFree.housekeeperTurnsDone,1717447615295000000,1717447675279000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1717447615295000000,1717447675279000000,0
StorageLockContext.competingThreads.avg,1717447615295000000,1717447675279000000,0.06722689075630252
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1717447615295000000,1717447675279000000,1048576
StorageLockContext.competingThreads.90P,1717447615295000000,1717447675279000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1717447615295000000,1717447675279000000,249023
DirectByteBufferAllocator.reclaimed,1717447615295000000,1717447675279000000,23
FilePageCache.pageLoadsAboveSizeThreshold,1717447615295000000,1717447675279000000,23
FilePageCache.pageFastCacheHits,1717447615295000000,1717447675279000000,527669
FilePageCacheLockFree.totalPagesReadMs,1717447615295000000,1717447675279000000,0
FilePageCacheLockFree.totalBytesWritten,1717447615295000000,1717447675279000000,0
FilePageCache.pageHits,1717447615295000000,1717447675279000000,0
FilePageCache.maxCacheSizeInBytes,1717447615295000000,1717447675279000000,502267904
FilePageCacheLockFree.housekeeperTimeSpentMs,1717447615295000000,1717447675279000000,0
FilePageCacheLockFree.totalPagesHandedOver,1717447615295000000,1717447675279000000,0
StreamlinedBlobStorage.recordsRelocated,1717447615295000000,1717447675279000000,0
FilePageCache.totalPageLoadsUs,1717447615295000000,1717447675279000000,196305
DirectByteBufferAllocator.disposed,1717447615295000000,1717447675279000000,0
cacheStateStorage.get.counter,1717447615295000000,1717447675279000000,4
cacheStateStorage.set.counter,1717447615295000000,1717447675279000000,1
cacheStateStorage.set.duration,1717447615295000000,1717447675279000000,8
cacheStateStorage.get.duration,1717447615295000000,1717447675279000000,0
VFS.fileByIdCache.hits,1717447615295000000,1717447675279000000,2
VFS.fileByIdCache.misses,1717447615295000000,1717447675279000000,0
VFS.fileChildByName,1717447615295000000,1717447675279000000,42101
VFS.invertedFileNameIndex.requests,1717447615295000000,1717447675279000000,1
FileNameCache.queries,1717447615295000000,1717447675279000000,0
FileNameCache.totalMisses,1717447615295000000,1717447675279000000,0
Indexes.stubs.lookupDurationMaxMs,1717447675279000000,1717447717133000000,138.0
Indexes.entries.lookupDuration90PMs,1717447675279000000,1717447717133000000,3.0
Indexes.allKeys.lookupDurationAvgMs,1717447675279000000,1717447717133000000,1.0
Indexes.entries.lookups,1717447675279000000,1717447717133000000,34.0
Indexes.allKeys.lookupDuration90PMs,1717447675279000000,1717447717133000000,1.0
Indexes.entries.lookupDurationMaxMs,1717447675279000000,1717447717133000000,10.0
Indexes.allKeys.lookups,1717447675279000000,1717447717133000000,2.0
Indexes.stubs.lookupDuration90PMs,1717447675279000000,1717447717133000000,0.0
Indexes.stubs.lookups,1717447675279000000,1717447717133000000,1034.0
Indexes.stubs.lookupDurationAvgMs,1717447675279000000,1717447717133000000,0.2263056092843327
Indexes.entries.lookupDurationAvgMs,1717447675279000000,1717447717133000000,0.7941176470588235
Indexes.allKeys.lookupDurationMaxMs,1717447675279000000,1717447717133000000,1.0
lexer.HTML.time.ns,1717447675279000000,1717447717133000000,173802159
lexer.textmate.size.bytes,1717447675279000000,1717447717133000000,182811
parser.IgnoreLang.size.bytes,1717447675279000000,1717447717133000000,548
lexer.yaml.time.ns,1717447675279000000,1717447717133000000,397892
writeAction.wait.ms,1717447675279000000,1717447717133000000,17
writeAction.count,1717447675279000000,1717447717133000000,7
parser.ECMAScript.6.size.bytes,1717447675279000000,1717447717133000000,490105
lexer.JQuery-CSS.time.ns,1717447675279000000,1717447717133000000,446090
parser.EditorConfig.time.ns,1717447675279000000,1717447717133000000,1124172
lexer.CSS.size.bytes,1717447675279000000,1717447717133000000,48500
parser.CSS.size.bytes,1717447675279000000,1717447717133000000,48500
parser.TypeScript.time.ns,1717447675279000000,1717447717133000000,865522032
lexer.JSON.size.bytes,1717447675279000000,1717447717133000000,572134
parser.XML.size.bytes,1717447675279000000,1717447717133000000,1335198
lexer.ECMAScript.6.time.ns,1717447675279000000,1717447717133000000,29544877
lexer.EditorConfig.size.bytes,1717447675279000000,1717447717133000000,274
parser.yaml.size.bytes,1717447675279000000,1717447717133000000,102
lexer.XML.time.ns,1717447675279000000,1717447717133000000,93867065
parser.TypeScript.size.bytes,1717447675279000000,1717447717133000000,3089209
lexer.TypeScript.time.ns,1717447675279000000,1717447717133000000,242289148
lexer.HTML.size.bytes,1717447675279000000,1717447717133000000,381879
lexer.JSON.time.ns,1717447675279000000,1717447717133000000,33903772
lexer.XML.size.bytes,1717447675279000000,1717447717133000000,1335198
lexer.CSS.time.ns,1717447675279000000,1717447717133000000,7774613
lexer.JQuery-CSS.size.bytes,1717447675279000000,1717447717133000000,1196
lexer.JAVA.time.ns,1717447675279000000,1717447717133000000,191911
parser.CSS.time.ns,1717447675279000000,1717447717133000000,43537566
parser.JavaScript.time.ns,1717447675279000000,1717447717133000000,754963209
parser.HTML.time.ns,1717447675279000000,1717447717133000000,210509850
parser.HTML.size.bytes,1717447675279000000,1717447717133000000,381879
parser.JQuery-CSS.size.bytes,1717447675279000000,1717447717133000000,1196
parser.JAVA.size.bytes,1717447675279000000,1717447717133000000,163
writeAction.max.wait.ms,1717447675279000000,1717447717133000000,1305
parser.JSON.time.ns,1717447675279000000,1717447717133000000,333005155
lexer.EditorConfig.time.ns,1717447675279000000,1717447717133000000,942448
parser.XML.time.ns,1717447675279000000,1717447717133000000,412341350
parser.EditorConfig.size.bytes,1717447675279000000,1717447717133000000,274
lexer.TypeScript.size.bytes,1717447675279000000,1717447717133000000,3089209
parser.ECMAScript.6.time.ns,1717447675279000000,1717447717133000000,21003294
writeAction.median.wait.ms,1717447675279000000,1717447717133000000,1800
parser.JQuery-CSS.time.ns,1717447675279000000,1717447717133000000,3654461
lexer.IgnoreLang.time.ns,1717447675279000000,1717447717133000000,352784
parser.IgnoreLang.time.ns,1717447675279000000,1717447717133000000,2771130
lexer.JAVA.size.bytes,1717447675279000000,1717447717133000000,163
parser.textmate.time.ns,1717447675279000000,1717447717133000000,300726
parser.textmate.size.bytes,1717447675279000000,1717447717133000000,182811
lexer.textmate.time.ns,1717447675279000000,1717447717133000000,82860
lexer.IgnoreLang.size.bytes,1717447675279000000,1717447717133000000,548
lexer.ECMAScript.6.size.bytes,1717447675279000000,1717447717133000000,490105
parser.yaml.time.ns,1717447675279000000,1717447717133000000,318369
parser.JavaScript.size.bytes,1717447675279000000,1717447717133000000,2360795
parser.JAVA.time.ns,1717447675279000000,1717447717133000000,36273109
parser.JSON.size.bytes,1717447675279000000,1717447717133000000,572134
lexer.yaml.size.bytes,1717447675279000000,1717447717133000000,102
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1717447675279000000,1717447717133000000,0
jps.module.iml.entities.serializer.load.entities.ms,1717447675279000000,1717447717133000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1717447675279000000,1717447717133000000,0
jps.facet.change.listener.before.change.events.ms,1717447675279000000,1717447717133000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1717447675279000000,1717447717133000000,0
jps.module.iml.entities.serializer.save.entities.ms,1717447675279000000,1717447717133000000,0
jps.project.serializers.load.ms,1717447675279000000,1717447717133000000,0
jps.facet.change.listener.process.change.events.ms,1717447675279000000,1717447717133000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1717447675279000000,1717447717133000000,0
jps.library.entities.serializer.load.entities.ms,1717447675279000000,1717447717133000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1717447675279000000,1717447717133000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1717447675279000000,1717447717133000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1717447675279000000,1717447717133000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1717447675279000000,1717447717133000000,0
workspaceModel.sync.entities.ms,1717447675279000000,1717447717133000000,0
jps.reload.project.entities.ms,1717447675279000000,1717447717133000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1717447675279000000,1717447717133000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1717447675279000000,1717447717133000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1717447675279000000,1717447717133000000,0
workspaceModel.mutableEntityStorage.instances.count,1717447675279000000,1717447717133000000,9
jps.load.project.to.empty.storage.ms,1717447675279000000,1717447717133000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1717447675279000000,1717447717133000000,0
jps.facet.change.listener.init.bridge.ms,1717447675279000000,1717447717133000000,0
jps.global.handle.changed.events.ms,1717447675279000000,1717447717133000000,0
workspaceModel.moduleBridge.update.option.ms,1717447675279000000,1717447717133000000,0
workspaceModel.save.cache.to.file.ms,1717447675279000000,1717447717133000000,62
jps.global.handle.before.change.events.ms,1717447675279000000,1717447717133000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1717447675279000000,1717447717133000000,0
jps.apply.loaded.storage.ms,1717447675279000000,1717447717133000000,0
jps.load.initial.state.ms,1717447675279000000,1717447717133000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1717447675279000000,1717447717133000000,0
jps.save.changed.project.entities.ms,1717447675279000000,1717447717133000000,1
workspaceModel.moduleManagerBridge.create.module.instance.ms,1717447675279000000,1717447717133000000,0
jps.save.global.entities.ms,1717447675279000000,1717447717133000000,4
jps.global.get.libraries.ms,1717447675279000000,1717447717133000000,0
jps.app.storage.content.reader.load.component.ms,1717447675279000000,1717447717133000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1717447675279000000,1717447717133000000,0
workspaceModel.orphan.listener.update.ms,1717447675279000000,1717447717133000000,2
jps.global.get.library.ms,1717447675279000000,1717447717133000000,0
workspaceModel.load.cache.metadata.from.file.ms,1717447675279000000,1717447717133000000,0
jps.project.serializers.save.ms,1717447675279000000,1717447717133000000,1
workspaceModel.mutableEntityStorage.collect.changes.ms,1717447675279000000,1717447717133000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1717447675279000000,1717447717133000000,0
jps.artifact.entities.serializer.save.entities.ms,1717447675279000000,1717447717133000000,0
jps.global.initialize.library.bridges.after.loading.ms,1717447675279000000,1717447717133000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1717447675279000000,1717447717133000000,0
workspaceModel.mutableEntityStorage.entities.ms,1717447675279000000,1717447717133000000,1
workspaceModel.global.updates.count,1717447675279000000,1717447717133000000,1
jps.app.storage.content.writer.save.component.ms,1717447675279000000,1717447717133000000,1
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1717447675279000000,1717447717133000000,0
workspaceModel.global.updates.ms,1717447675279000000,1717447717133000000,11
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1717447675279000000,1717447717133000000,0
workspaceModel.load.cache.from.file.ms,1717447675279000000,1717447717133000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1717447675279000000,1717447717133000000,0
jps.storage.jps.conf.reader.load.component.ms,1717447675279000000,1717447717133000000,0
workspaceModel.global.apply.state.to.project.ms,1717447675279000000,1717447717133000000,4
workspaceModel.moduleBridge.before.changed.ms,1717447675279000000,1717447717133000000,0
workspaceModel.do.save.caches.ms,1717447675279000000,1717447717133000000,45
jps.global.initialize.library.bridges.ms,1717447675279000000,1717447717133000000,1
jps.library.entities.serializer.save.entities.ms,1717447675279000000,1717447717133000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1717447675279000000,1717447717133000000,2
workspaceModel.moduleManagerBridge.get.modules.ms,1717447675279000000,1717447717133000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1717447675279000000,1717447717133000000,0
jps.artifact.entities.serializer.load.entities.ms,1717447675279000000,1717447717133000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1717447675279000000,1717447717133000000,0
jps.global.get.library.by.name.ms,1717447675279000000,1717447717133000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1717447675279000000,1717447717133000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1717447675279000000,1717447717133000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1717447675279000000,1717447717133000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1717447675279000000,1717447717133000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1717447675279000000,1717447717133000000,0
compiler.ArtifactManagerBridge.commit.ms,1717447675279000000,1717447717133000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1717447675279000000,1717447717133000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1717447675279000000,1717447717133000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1717447675279000000,1717447717133000000,0
NonBlockingReadAction.failedExecutionsCount,1717447675279000000,1717447717133000000,0
NonBlockingReadAction.failedExecutionTimeUs,1717447675279000000,1717447717133000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1717447675279000000,1717447717133000000,14707391
AWTEventQueue.dispatchTimeTotalNS,1717447675279000000,1717447717133000000,34076171554
NonBlockingReadAction.finalizedExecutionsCount,1717447675279000000,1717447717133000000,1239
JVM.totalCpuTimeMs,1717447675279000000,1717447717133000000,361020
JVM.GC.collectionTimesMs,1717447675279000000,1717447717133000000,1235
JVM.maxThreadCount,1717447675279000000,1717447717133000000,114
JVM.usedNativeBytes,1717447675279000000,1717447717133000000,409098424
JVM.totalBytesAllocated,1717447675279000000,1717447717133000000,6652383144
JVM.usedHeapBytes,1717447675279000000,1717447717133000000,857789496
JVM.totalDirectByteBuffersBytes,1717447675279000000,1717447717133000000,47314479
JVM.newThreadsCount,1717447675279000000,1717447717133000000,278
JVM.threadCount,1717447675279000000,1717447717133000000,91
JVM.GC.collections,1717447675279000000,1717447717133000000,53
OS.loadAverage,1717447675279000000,1717447717133000000,4.14
JVM.maxHeapBytes,1717447675279000000,1717447717133000000,13128171520
workspaceModel.workspaceFileIndexData.processFileSets.ms,1717447675279000000,1717447717133000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1717447675279000000,1717447717133000000,0
workspaceModel.initializing.ms,1717447675279000000,1717447717133000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1717447675279000000,1717447717133000000,0
workspaceModel.update.unloaded.entities.ms,1717447675279000000,1717447717133000000,0
workspaceModel.cachedValue.calculated.ms,1717447675279000000,1717447717133000000,1
workspaceModel.full.replace.project.model.ms,1717447675279000000,1717447717133000000,0
workspaceModel.collect.changes.ms,1717447675279000000,1717447717133000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1717447675279000000,1717447717133000000,299
workspaceModel.workspaceFileIndexData.instances.count,1717447675279000000,1717447717133000000,0
workspaceModel.to.snapshot.ms,1717447675279000000,1717447717133000000,0
workspaceModel.loading.total.ms,1717447675279000000,1717447717133000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1717447675279000000,1717447717133000000,7
workspaceModel.replace.project.model.ms,1717447675279000000,1717447717133000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1717447675279000000,1717447717133000000,0
workspaceModel.updates.ms,1717447675279000000,1717447717133000000,3
workspaceModel.cachedValueWithParameters.calculated.ms,1717447675279000000,1717447717133000000,0
workspaceModel.workspaceFileIndexData.init.ms,1717447675279000000,1717447717133000000,0
workspaceModel.loading.from.cache.ms,1717447675279000000,1717447717133000000,0
workspaceModel.cachedValue.from.cache.ms,1717447675279000000,1717447717133000000,2
workspaceModel.check.recursive.update.ms,1717447675279000000,1717447717133000000,2
workspaceModel.cachedValueWithParameters.from.cache.ms,1717447675279000000,1717447717133000000,0
workspaceModel.init.bridges.ms,1717447675279000000,1717447717133000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1717447675279000000,1717447717133000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1717447675279000000,1717447717133000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1717447675279000000,1717447717133000000,5
workspaceModel.pre.handlers.ms,1717447675279000000,1717447717133000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1717447675279000000,1717447717133000000,0
workspaceModel.cachedValue.clear.ms,1717447675279000000,1717447717133000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1717447675279000000,1717447717133000000,0
workspaceModel.updates.precise.ms,1717447675279000000,1717447717133000000,0
workspaceModel.cachedValue.total.get.ms,1717447675279000000,1717447717133000000,3
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1717447675279000000,1717447717133000000,0
workspaceModel.updates.count,1717447675279000000,1717447717133000000,2
FilePageCacheLockFree.heapBytesInUse,1717447675279000000,1717447717133000000,0
FilePageCacheLockFree.totalPagesWriteMs,1717447675279000000,1717447717133000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1717447675279000000,1717447717133000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1717447675279000000,1717447717133000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1717447675279000000,1717447717133000000,0
FilePageCache.uncachedFileAccess,1717447675279000000,1717447717133000000,225
FilePageCacheLockFree.totalPagesRequested,1717447675279000000,1717447717133000000,0
FilePageCache.maxRegisteredFiles,1717447675279000000,1717447717133000000,1116
FilePageCacheLockFree.totalBytesRead,1717447675279000000,1717447717133000000,0
FilePageCacheLockFree.nativeBytesInUse,1717447675279000000,1717447717133000000,0
FilePageCache.capacityInBytes,1717447675279000000,1717447717133000000,503316478
FilePageCacheLockFree.totalPagesWritten,1717447675279000000,1717447717133000000,0
FilePageCache.pageLoads,1717447675279000000,1717447717133000000,4
FilePageCacheLockFree.totalBytesRequested,1717447675279000000,1717447717133000000,0
DirectByteBufferAllocator.misses,1717447675279000000,1717447717133000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1717447675279000000,1717447717133000000,0
FilePageCacheLockFree.totalPagesAllocated,1717447675279000000,1717447717133000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1717447675279000000,1717447717133000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1717447675279000000,1717447717133000000,0
DirectByteBufferAllocator.hits,1717447675279000000,1717447717133000000,19
StorageLockContext.competingThreads.max,1717447675279000000,1717447717133000000,14
FilePageCacheLockFree.housekeeperTurnsSkipped,1717447675279000000,1717447717133000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1717447675279000000,1717447717133000000,41943040
FilePageCache.totalPageDisposalsUs,1717447675279000000,1717447717133000000,29
FilePageCacheLockFree.totalPagesReclaimed,1717447675279000000,1717447717133000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1717447675279000000,1717447717133000000,0
FilePageCache.disposedBuffers,1717447675279000000,1717447717133000000,498
FilePageCacheLockFree.housekeeperTurnsDone,1717447675279000000,1717447717133000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1717447675279000000,1717447717133000000,0
StorageLockContext.competingThreads.avg,1717447675279000000,1717447717133000000,0.27380952380952384
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1717447675279000000,1717447717133000000,41943040
StorageLockContext.competingThreads.90P,1717447675279000000,1717447717133000000,0
DirectByteBufferAllocator.reclaimed,1717447675279000000,1717447717133000000,58
FilePageCache.pageLoadsAboveSizeThreshold,1717447675279000000,1717447717133000000,15
FilePageCache.pageFastCacheHits,1717447675279000000,1717447717133000000,532699
FilePageCacheLockFree.totalPagesReadMs,1717447675279000000,1717447717133000000,0
FilePageCacheLockFree.totalBytesWritten,1717447675279000000,1717447717133000000,0
FilePageCache.pageHits,1717447675279000000,1717447717133000000,0
FilePageCache.maxCacheSizeInBytes,1717447675279000000,1717447717133000000,502267904
FilePageCacheLockFree.housekeeperTimeSpentMs,1717447675279000000,1717447717133000000,0
FilePageCacheLockFree.totalPagesHandedOver,1717447675279000000,1717447717133000000,0
